TransactionID,OrderDate,DeliveryDate,SupplierName,SupplierCategory,Department,ItemDescription,Quantity,UnitPrice,TotalPrice,ContractReference,SavingsIdentified,SavingsRealized,PaymentTermsDays
TRX00370,21/03/2025,12/04/2025,"Hooper, Adams and Curtis",Medical Supplies,Operations,Star Service/Product,3,£366.59,"£1,099.77",CON1821,174.48,49.45,90
TRX00371,28/02/2025,28/03/2025,Lawrence LLC,Medical Supplies,IT,Way Service/Product,5,£820.96,"£4,104.80",,467.7,265.93,90
TRX00372,09/06/2024,21/06/2024,Torres-Jackson,Facilities Maintenance,Operations,Statement Service/Product,9,£842.07,"£7,578.63",CON4422,0,0,60
TRX00373,11/10/2024,22/10/2024,"Collins, King and Allen",Facilities Maintenance,Patient Care,Letter Service/Product,2,£974.31,"£1,948.62",,0,0,30
TRX00374,20/07/2023,13/08/2023,Maxwell PLC,Office Equipment,HR,Matter Service/Product,4,£775.22,"£3,100.88",CON4650,0,0,90
TRX00375,08/07/2024,26/07/2024,"Wilson, Franklin and Ross",Consulting,IT,Difference Service/Product,10,£192.20,"£1,922.00",,0,0,60
TRX00376,19/02/2025,13/03/2025,Carroll PLC,Consulting,Operations,Understand Service/Product,7,£779.28,"£5,454.96",CON4004,0,0,90
TRX00377,02/02/2024,16/02/2024,Gallagher Ltd,Medical Supplies,Admin,Mind Service/Product,3,£343.28,"£1,029.84",CON5976,0,0,60
TRX00378,28/02/2025,23/03/2025,"Hurley, Hudson and Stone",Consulting,Admin,Best Service/Product,1,£843.74,£843.74,,42.45,19.09,30
TRX00379,27/06/2025,12/07/2025,"Allen, Riggs and Sullivan",Medical Supplies,Operations,Season Service/Product,1,£11.94,£11.94,,0,0,60
TRX00380,14/07/2025,07/08/2025,Williams-Harrington,Consulting,Admin,Parent Service/Product,9,£494.79,"£4,453.11",CON7422,0,0,90
TRX00381,10/09/2024,02/10/2024,Chavez PLC,Medical Supplies,Operations,Consider Service/Product,1,£763.86,£763.86,CON5373,0,0,90
TRX00382,25/07/2024,23/08/2024,"Merritt, Stephens and Osborn",Logistics,HR,Foreign Service/Product,10,£541.60,"£5,416.00",,0,0,90
TRX00383,12/10/2023,23/10/2023,Bowman Inc,IT Services,Patient Care,Court Service/Product,4,£85.38,£341.52,,63.25,41.04,30
TRX00384,20/09/2024,29/09/2024,"Williams, Lowe and Bentley",Office Equipment,Patient Care,While Service/Product,9,£994.67,"£8,952.03",CON3358,901.6,503.28,30
TRX00385,26/02/2024,10/03/2024,Swanson-Dixon,Facilities Maintenance,Admin,Sister Service/Product,9,£559.29,"£5,033.61",CON5209,0,0,90
TRX00386,19/05/2025,17/06/2025,Bautista Inc,Medical Supplies,Admin,Fine Service/Product,7,£829.64,"£5,807.48",,933.9,891.99,90
TRX00387,04/07/2025,19/07/2025,Caldwell-Marsh,Office Equipment,Finance,Occur Service/Product,9,£26.49,£238.41,CON5468,0,0,90
TRX00388,05/04/2025,27/04/2025,Bowen Ltd,Consulting,Patient Care,National Service/Product,8,£855.64,"£6,845.12",CON8500,1335.26,553.88,60
TRX00389,16/09/2024,01/10/2024,Stewart PLC,Office Equipment,Operations,Happy Service/Product,7,£241.47,"£1,690.29",,279.69,105.72,90
TRX00390,07/11/2023,05/12/2023,Phillips and Sons,Facilities Maintenance,IT,Term Service/Product,4,£174.71,£698.84,,0,0,90
TRX00391,17/02/2025,04/03/2025,Morgan Inc,IT Services,Operations,Brother Service/Product,8,£999.53,"£7,996.24",CON8479,0,0,30
TRX00392,24/12/2023,09/01/2024,Cantu-Hill,Facilities Maintenance,Admin,Manage Service/Product,7,£450.16,"£3,151.12",CON8450,320.6,50.6,60
TRX00393,27/12/2023,19/01/2024,Cain-Davis,Office Equipment,Patient Care,Music Service/Product,8,£856.70,"£6,853.60",CON7095,0,0,90
TRX00394,31/01/2024,09/02/2024,Vincent and Sons,Medical Supplies,Patient Care,Court Service/Product,5,£811.23,"£4,056.15",CON2985,0,0,60
TRX00395,07/09/2023,21/09/2023,Phillips Ltd,Office Equipment,Operations,Result Service/Product,3,£476.18,"£1,428.54",CON6816,0,0,90
TRX00396,31/07/2024,17/08/2024,White-Townsend,Consulting,Admin,Owner Service/Product,10,£427.08,"£4,270.80",CON4711,0,0,30
TRX00397,29/03/2025,10/04/2025,"Jackson, Harris and White",Medical Supplies,HR,Any Service/Product,2,£389.76,£779.52,CON7577,0,0,60
TRX00398,15/02/2025,07/03/2025,Craig Ltd,Logistics,Finance,Let Service/Product,5,£397.19,"£1,985.95",,0,0,90
TRX00399,25/04/2024,20/05/2024,Vincent-Jennings,Logistics,HR,International Service/Product,4,£411.69,"£1,646.76",CON4842,0,0,60
TRX00400,16/06/2024,24/06/2024,Evans Ltd,Office Equipment,HR,Though Service/Product,4,£275.85,"£1,103.40",CON3318,0,0,30
TRX00401,09/06/2025,29/06/2025,Garrett-Robles,Consulting,Finance,Popular Service/Product,7,£115.96,£811.72,CON8974,72.89,22.7,60
TRX00402,08/09/2023,18/09/2023,Arellano-Boyd,IT Services,Finance,Center Service/Product,7,£361.36,"£2,529.52",CON9212,0,0,30
TRX00403,24/11/2024,04/12/2024,Klein Inc,Medical Supplies,Finance,Spring Service/Product,8,£397.26,"£3,178.08",CON3042,0,0,60
TRX00404,23/06/2024,05/07/2024,Rogers Ltd,Medical Supplies,Admin,Main Service/Product,7,£965.32,"£6,757.24",CON1631,0,0,90
TRX00405,04/09/2023,26/09/2023,"Joseph, Warren and Wade",Consulting,Finance,Just Service/Product,8,£319.50,"£2,556.00",CON4628,0,0,90
TRX00406,20/10/2024,27/10/2024,"Robertson, Ochoa and Cook",Medical Supplies,IT,Hand Service/Product,3,£947.15,"£2,841.45",,0,0,30
TRX00407,11/03/2024,24/03/2024,"Evans, Liu and Lozano",Logistics,HR,Gun Service/Product,3,£410.24,"£1,230.72",,0,0,30
TRX00408,24/02/2025,23/03/2025,Dennis Group,Medical Supplies,HR,Site Service/Product,8,£506.84,"£4,054.72",CON8199,0,0,30
TRX00409,12/11/2024,04/12/2024,"Miller, Brady and Cunningham",Medical Supplies,Admin,No Service/Product,10,£75.05,£750.50,CON3382,117.01,102.28,90
TRX00410,02/12/2024,12/12/2024,Mcknight-White,Office Equipment,Finance,Mention Service/Product,9,£368.96,"£3,320.64",,0,0,30
TRX00411,11/12/2023,01/01/2024,Mathis Inc,IT Services,Operations,Society Service/Product,9,£939.40,"£8,454.60",CON5824,0,0,60
TRX00412,20/07/2023,13/08/2023,"Bowman, Dawson and Contreras",Medical Supplies,Operations,Senior Service/Product,9,£930.24,"£8,372.16",,1087.63,503.04,60
TRX00413,01/11/2024,10/11/2024,Jones Ltd,Logistics,Admin,Decision Service/Product,6,£883.15,"£5,298.90",CON7822,0,0,30
TRX00414,03/03/2025,18/03/2025,"Smith, Becker and Armstrong",Facilities Maintenance,IT,Special Service/Product,3,£671.68,"£2,015.04",CON4566,0,0,30
TRX00415,23/11/2023,16/12/2023,"Campos, Hudson and Merritt",Consulting,IT,Room Service/Product,8,£931.50,"£7,452.00",,0,0,90
TRX00416,25/06/2025,23/07/2025,Ryan-Cardenas,Facilities Maintenance,Operations,Western Service/Product,6,£669.66,"£4,017.96",CON4194,658.51,644.58,90
TRX00417,18/09/2023,02/10/2023,"Hines, Allen and Rodriguez",Consulting,IT,Name Service/Product,5,£699.98,"£3,499.90",CON9766,0,0,30
TRX00418,08/06/2025,26/06/2025,Williams-Bautista,Logistics,Admin,Pretty Service/Product,1,£146.02,£146.02,CON5847,0,0,30
TRX00419,25/07/2024,30/07/2024,Middleton PLC,Logistics,Operations,Quite Service/Product,4,£445.99,"£1,783.96",CON4367,0,0,30
TRX00420,16/04/2025,19/04/2025,"Douglas, Willis and Nguyen",Logistics,Admin,Once Service/Product,4,£270.01,"£1,080.04",,0,0,30
TRX00421,10/10/2023,04/11/2023,"Smith, Jones and Perez",Consulting,Admin,Interesting Service/Product,4,£158.55,£634.20,CON5008,0,0,60
TRX00422,02/07/2024,23/07/2024,"Macdonald, Guerrero and Mckay",Logistics,HR,Management Service/Product,7,£355.23,"£2,486.61",,0,0,30
TRX00423,04/07/2025,29/07/2025,Clayton Group,Consulting,HR,Simple Service/Product,7,£766.55,"£5,365.85",CON2107,0,0,60
TRX00424,09/12/2023,12/12/2023,"Whitaker, Suarez and Mcconnell",IT Services,Admin,Themselves Service/Product,2,£641.46,"£1,282.92",CON1816,0,0,90
TRX00425,23/04/2024,22/05/2024,"Martinez, Lee and Mccall",Facilities Maintenance,Patient Care,Marriage Service/Product,5,£805.33,"£4,026.65",CON6920,607.12,420.8,90
TRX00426,11/04/2024,29/04/2024,Escobar and Sons,Logistics,HR,Voice Service/Product,2,£441.68,£883.36,CON4613,0,0,30
TRX00427,05/01/2024,09/01/2024,"Bowen, Jacobs and Beck",Medical Supplies,Admin,Whatever Service/Product,6,£108.05,£648.30,,70.16,65.44,30
TRX00428,05/10/2023,22/10/2023,"Pearson, Stevens and Hayes",Consulting,HR,Turn Service/Product,10,£903.52,"£9,035.20",,1688.76,738.05,30
TRX00429,04/02/2024,12/02/2024,Matthews and Sons,IT Services,Operations,Represent Service/Product,8,£649.43,"£5,195.44",CON9635,368.67,119.31,90
TRX00430,29/12/2023,20/01/2024,Gilmore-Charles,Office Equipment,Admin,Moment Service/Product,8,£335.50,"£2,684.00",,0,0,60
TRX00431,02/05/2025,11/05/2025,Ferguson-Graham,Office Equipment,Operations,Most Service/Product,7,£32.04,£224.28,CON3320,18.39,11.49,60
TRX00432,04/05/2024,24/05/2024,Craig and Sons,Office Equipment,Finance,Like Service/Product,2,£251.40,£502.80,CON9683,0,0,30
TRX00433,07/01/2025,18/01/2025,Summers-Booker,Consulting,Patient Care,At Service/Product,7,£443.44,"£3,104.08",CON2566,0,0,60
TRX00434,17/11/2024,02/12/2024,Hernandez Inc,Medical Supplies,Admin,Idea Service/Product,3,£632.92,"£1,898.76",CON8139,0,0,90
TRX00435,19/11/2023,13/12/2023,Sloan Ltd,Logistics,HR,Yeah Service/Product,7,£951.86,"£6,663.02",CON1844,872.31,51.57,30
TRX00436,05/12/2023,20/12/2023,Evans-Dennis,Facilities Maintenance,IT,Catch Service/Product,4,£658.36,"£2,633.44",CON1209,0,0,60
TRX00437,09/10/2023,02/11/2023,"Solomon, Williams and Wood",Facilities Maintenance,Patient Care,Education Service/Product,8,£112.81,£902.48,,103.38,26.21,60
TRX00438,29/11/2024,26/12/2024,King-Sawyer,Office Equipment,HR,Someone Service/Product,5,£108.78,£543.90,CON8704,0,0,30
TRX00439,17/08/2024,05/09/2024,Wells-Ali,Medical Supplies,Patient Care,Nor Service/Product,4,£114.58,£458.32,CON9718,88.7,49.12,90
TRX00440,29/11/2024,29/12/2024,Fox-Daniels,Logistics,Patient Care,Such Service/Product,3,£813.05,"£2,439.15",CON7258,442.29,238.34,90
TRX00441,13/05/2024,16/05/2024,"Miller, Sanders and Lee",Facilities Maintenance,Operations,Serious Service/Product,10,£602.61,"£6,026.10",CON6620,0,0,30
TRX00442,06/03/2025,02/04/2025,Mcdaniel-Cunningham,Medical Supplies,Operations,After Service/Product,6,£168.31,"£1,009.86",CON8282,0,0,30
TRX00443,14/06/2025,10/07/2025,Campbell LLC,Medical Supplies,Patient Care,Tax Service/Product,6,£88.26,£529.56,CON8491,0,0,60
TRX00444,13/03/2025,19/03/2025,Moss Group,Consulting,Finance,During Service/Product,2,£19.46,£38.92,CON5259,0,0,60
TRX00445,07/12/2023,03/01/2024,Barrett Group,IT Services,HR,Television Service/Product,1,£486.12,£486.12,CON3492,25.38,11.49,60
TRX00446,29/10/2024,06/11/2024,Coleman-Walker,Facilities Maintenance,Finance,Knowledge Service/Product,4,£341.28,"£1,365.12",,83.78,36.82,60
TRX00447,10/07/2024,16/07/2024,"Johnson, Nielsen and Gonzalez",Logistics,Admin,Perhaps Service/Product,5,£741.07,"£3,705.35",CON9954,0,0,90
TRX00448,27/12/2023,05/01/2024,"Floyd, Cline and Higgins",Medical Supplies,Patient Care,Stop Service/Product,3,£684.46,"£2,053.38",,0,0,30
TRX00449,07/06/2024,26/06/2024,"Perez, Jones and Aguirre",IT Services,Finance,Local Service/Product,6,£158.90,£953.40,,0,0,90
TRX00450,06/05/2025,15/05/2025,"Turner, Davis and Anderson",Medical Supplies,HR,Leave Service/Product,5,£790.40,"£3,952.00",CON9680,0,0,30
TRX00451,09/12/2024,23/12/2024,"Roman, Sparks and White",IT Services,Finance,Enjoy Service/Product,10,£128.34,"£1,283.40",CON4261,86.55,63.07,60
TRX00452,15/02/2025,16/03/2025,"Smith, Lopez and Thomas",Medical Supplies,Finance,Type Service/Product,5,£560.79,"£2,803.95",CON5365,386.78,386.73,90
TRX00453,25/01/2025,19/02/2025,"White, Campbell and Jones",Office Equipment,Patient Care,Air Service/Product,4,£691.86,"£2,767.44",CON2837,0,0,60
TRX00454,14/06/2024,02/07/2024,Moore-Fisher,IT Services,Patient Care,Officer Service/Product,4,£795.36,"£3,181.44",,241.44,226.03,30
TRX00455,09/03/2024,20/03/2024,Thompson-Hunter,Facilities Maintenance,Admin,A Service/Product,6,£598.43,"£3,590.58",CON3554,0,0,30
TRX00456,12/02/2024,17/02/2024,"Lang, Castillo and Hansen",Office Equipment,Finance,Executive Service/Product,5,£961.84,"£4,809.20",,0,0,90
TRX00457,02/01/2025,22/01/2025,Powers Inc,IT Services,Patient Care,Better Service/Product,2,£864.79,"£1,729.58",CON4138,0,0,60
TRX00458,07/04/2025,10/04/2025,"Wood, Carlson and Hughes",Office Equipment,Finance,Bank Service/Product,1,£454.69,£454.69,CON3366,0,0,90
TRX00459,27/11/2023,18/12/2023,Wolf-Robbins,Facilities Maintenance,HR,He Service/Product,4,£495.65,"£1,982.60",,0,0,90
TRX00460,06/04/2024,20/04/2024,Lee-Brooks,Consulting,IT,Return Service/Product,4,£46.54,£186.16,,0,0,60
TRX00461,15/03/2025,12/04/2025,"Alvarez, Bauer and Carney",Logistics,Patient Care,Rise Service/Product,4,£889.06,"£3,556.24",CON5663,422.44,234.8,90
TRX00462,29/11/2024,18/12/2024,Baxter Ltd,Logistics,Operations,Some Service/Product,10,£15.85,£158.50,,0,0,60
TRX00463,12/08/2023,01/09/2023,Wilson Group,Logistics,Patient Care,Decide Service/Product,5,£653.63,"£3,268.15",,258,224.11,30
TRX00464,13/04/2025,05/05/2025,"Hunt, Lang and Glover",Medical Supplies,Admin,Week Service/Product,5,£954.11,"£4,770.55",,0,0,30
TRX00465,23/09/2023,16/10/2023,Robinson-Watts,IT Services,Patient Care,Key Service/Product,9,£654.50,"£5,890.50",,0,0,90
TRX00466,06/06/2024,24/06/2024,White-Johnson,Facilities Maintenance,Admin,Tend Service/Product,1,£368.77,£368.77,,0,0,60
TRX00467,03/06/2024,29/06/2024,Pacheco and Sons,IT Services,IT,Together Service/Product,3,£129.85,£389.55,,0,0,30
TRX00468,27/04/2025,11/05/2025,Armstrong LLC,Facilities Maintenance,Patient Care,Ready Service/Product,3,£616.87,"£1,850.61",CON8235,0,0,60
TRX00469,12/09/2024,01/10/2024,Hammond Group,Logistics,Patient Care,Administration Service/Product,6,£849.98,"£5,099.88",CON1764,873.87,615.11,30
TRX00470,19/11/2024,30/11/2024,Moore and Sons,Facilities Maintenance,Patient Care,Conference Service/Product,2,£75.86,£151.72,CON9232,0,0,30
TRX00471,13/06/2025,24/06/2025,Watson-Hendrix,Consulting,HR,Certain Service/Product,5,£577.23,"£2,886.15",,0,0,60
TRX00472,21/04/2024,21/05/2024,Fernandez LLC,Facilities Maintenance,Admin,Feeling Service/Product,6,£747.24,"£4,483.44",CON4515,235.95,68.25,90
TRX00473,10/07/2024,01/08/2024,"Ingram, Greene and Peters",Consulting,Finance,Agent Service/Product,10,£475.92,"£4,759.20",CON8887,0,0,90
TRX00474,11/03/2025,27/03/2025,"Moore, Mcdonald and Tapia",IT Services,Finance,Source Service/Product,5,£328.15,"£1,640.75",CON4554,220.45,64.92,30
TRX00475,21/06/2025,27/06/2025,Mejia-Huffman,Consulting,HR,Pressure Service/Product,7,£720.72,"£5,045.04",CON7613,0,0,60
TRX00476,10/11/2024,23/11/2024,Bell-Gross,Facilities Maintenance,Operations,Fall Service/Product,6,£321.53,"£1,929.18",CON1663,147.27,52.62,60
TRX00477,16/11/2024,01/12/2024,Fleming LLC,Office Equipment,Finance,Down Service/Product,1,£909.30,£909.30,CON9341,0,0,60
TRX00478,21/12/2023,10/01/2024,"Davidson, Smith and Pugh",IT Services,Admin,Sign Service/Product,6,£892.93,"£5,357.58",CON2763,0,0,60
TRX00479,25/02/2025,03/03/2025,Crawford-Cruz,Facilities Maintenance,Admin,Available Service/Product,7,£816.50,"£5,715.50",,0,0,60
TRX00480,07/09/2023,10/09/2023,"Young, Simmons and Mercado",Facilities Maintenance,Finance,Else Service/Product,3,£489.20,"£1,467.60",,0,0,30
TRX00481,08/12/2024,05/01/2025,Bruce-Thomas,Facilities Maintenance,Finance,White Service/Product,9,£153.95,"£1,385.55",CON3148,232.79,116.66,60
TRX00482,02/07/2025,26/07/2025,Duncan Ltd,IT Services,IT,Wife Service/Product,7,£35.68,£249.76,CON4647,0,0,60
TRX00483,22/08/2023,20/09/2023,Harrison-Sutton,Office Equipment,Patient Care,Institution Service/Product,10,£675.94,"£6,759.40",CON1349,0,0,90
TRX00484,27/11/2024,17/12/2024,"Pratt, Miles and Avila",IT Services,Operations,Go Service/Product,1,£422.18,£422.18,CON9021,56.8,38.01,90
TRX00485,12/09/2023,08/10/2023,Hart Ltd,Logistics,Admin,Short Service/Product,3,£12.02,£36.06,,0,0,30
TRX00486,25/02/2024,26/03/2024,"Bolton, Bauer and Luna",Medical Supplies,IT,Center Service/Product,10,£711.08,"£7,110.80",CON4043,0,0,30
TRX00487,19/02/2024,24/02/2024,Dominguez LLC,Medical Supplies,Patient Care,Again Service/Product,8,£632.25,"£5,058.00",CON5121,0,0,30
TRX00488,19/09/2024,26/09/2024,"Stewart, Williams and Rodriguez",IT Services,Operations,Open Service/Product,5,£311.34,"£1,556.70",CON8495,0,0,90
TRX00489,07/05/2024,20/05/2024,"Riggs, Brown and Smith",Office Equipment,Admin,Not Service/Product,7,£713.79,"£4,996.53",,268.79,241.66,60
TRX00490,24/10/2024,30/10/2024,Jimenez-Stone,Consulting,Finance,Relationship Service/Product,8,£400.34,"£3,202.72",,237.62,44.04,90
TRX00491,01/09/2024,12/09/2024,"Hill, Todd and Curry",Facilities Maintenance,Patient Care,Concern Service/Product,9,£522.70,"£4,704.30",CON7381,0,0,30
TRX00492,31/07/2023,12/08/2023,Fernandez Group,Facilities Maintenance,Patient Care,Build Service/Product,5,£372.77,"£1,863.85",CON6008,0,0,60
TRX00493,06/01/2025,22/01/2025,Ramirez and Sons,Consulting,Patient Care,Call Service/Product,5,£579.02,"£2,895.10",,181.09,58.25,90
TRX00494,08/06/2024,14/06/2024,Ortiz and Sons,Medical Supplies,IT,We Service/Product,3,£925.83,"£2,777.49",CON6936,0,0,90
TRX00495,07/07/2024,20/07/2024,Gomez PLC,Facilities Maintenance,Finance,Agreement Service/Product,2,£116.84,£233.68,,0,0,90
TRX00496,04/12/2023,03/01/2024,Williams Inc,Office Equipment,Finance,Various Service/Product,4,£235.17,£940.68,,140.75,8.42,30
TRX00497,13/06/2025,29/06/2025,Davis LLC,Logistics,Patient Care,Least Service/Product,9,£333.38,"£3,000.42",CON9254,0,0,30
TRX00498,19/03/2024,29/03/2024,"Cruz, Adams and Maxwell",Medical Supplies,HR,Already Service/Product,6,£325.67,"£1,954.02",CON6369,0,0,90
TRX00499,17/01/2024,07/02/2024,Bowman Ltd,Facilities Maintenance,Patient Care,Moment Service/Product,1,£716.23,£716.23,CON1721,64.21,38.79,60
TRX00500,30/08/2023,05/09/2023,"Bennett, Krause and Ortiz",IT Services,IT,Three Service/Product,7,£154.85,"£1,083.95",CON6845,65.05,23.46,60
TRX00501,12/12/2024,11/01/2025,Spears LLC,Office Equipment,Operations,Stop Service/Product,4,£88.88,£355.52,CON2414,0,0,30
TRX00502,07/10/2024,28/10/2024,Woods-Herrera,Logistics,Operations,Drop Service/Product,10,£419.77,"£4,197.70",CON1979,0,0,30
TRX00503,16/08/2023,06/09/2023,Washington-White,Office Equipment,Finance,Future Service/Product,6,£401.81,"£2,410.86",,156.59,78.36,60
TRX00504,22/02/2024,20/03/2024,"Moore, York and Roberts",IT Services,Finance,Program Service/Product,6,£959.03,"£5,754.18",CON6685,0,0,30
TRX00505,26/06/2025,06/07/2025,Dean-Roberts,Medical Supplies,HR,Second Service/Product,5,£279.79,"£1,398.95",CON1501,0,0,90
TRX00506,04/04/2024,20/04/2024,"Lee, Hawkins and Barrett",Office Equipment,Finance,Claim Service/Product,10,£548.84,"£5,488.40",CON9692,0,0,30
TRX00507,12/01/2024,30/01/2024,Brady LLC,Logistics,Admin,Seat Service/Product,1,£236.73,£236.73,,26.95,23.12,60
TRX00508,08/12/2024,16/12/2024,Brown PLC,Office Equipment,Finance,Nice Service/Product,9,£616.93,"£5,552.37",,0,0,30
TRX00509,31/12/2024,29/01/2025,Francis-Jordan,Consulting,Admin,Rather Service/Product,2,£835.12,"£1,670.24",,0,0,30
TRX00510,11/08/2024,16/08/2024,Lee-Shields,Office Equipment,HR,Seat Service/Product,2,£478.31,£956.62,,0,0,90
TRX00511,15/06/2025,06/07/2025,Ponce-Miller,Office Equipment,IT,New Service/Product,6,£338.52,"£2,031.12",CON4475,406.22,229.34,30
TRX00512,08/01/2024,29/01/2024,Price-Yang,Facilities Maintenance,IT,Relate Service/Product,6,£433.87,"£2,603.22",,0,0,30
TRX00513,22/02/2024,07/03/2024,"Smith, Cox and Baker",Facilities Maintenance,IT,Side Service/Product,5,£915.18,"£4,575.90",CON1818,403.44,241,30
TRX00514,29/03/2024,19/04/2024,Wang and Sons,Medical Supplies,Patient Care,Question Service/Product,4,£522.90,"£2,091.60",CON4205,0,0,30
TRX00515,16/07/2024,03/08/2024,"Johnson, Mendoza and Fitzpatrick",Medical Supplies,Patient Care,Produce Service/Product,7,£540.69,"£3,784.83",CON9928,432.07,107.14,30
TRX00516,23/09/2024,08/10/2024,"Leonard, Stewart and Smith",Office Equipment,IT,Write Service/Product,3,£486.26,"£1,458.78",CON6571,0,0,90
TRX00517,01/09/2024,25/09/2024,Rhodes-Swanson,Facilities Maintenance,Finance,Reveal Service/Product,3,£713.68,"£2,141.04",,400.6,395.33,60
TRX00518,01/04/2025,13/04/2025,"Yoder, Hill and Garcia",Logistics,Patient Care,Serve Service/Product,4,£613.49,"£2,453.96",,0,0,30
TRX00519,08/04/2025,18/04/2025,Andrade-Turner,Office Equipment,HR,Door Service/Product,10,£50.11,£501.10,,47.51,26.45,30
TRX00520,03/12/2023,25/12/2023,Rosales Inc,Office Equipment,Finance,Manager Service/Product,4,£230.07,£920.28,CON6637,0,0,90
TRX00521,22/07/2023,31/07/2023,Cooper Ltd,Office Equipment,Admin,Know Service/Product,4,£930.48,"£3,721.92",,194.77,165.69,60
TRX00522,16/01/2024,27/01/2024,"Lane, Rich and Rollins",Office Equipment,HR,Condition Service/Product,8,£339.84,"£2,718.72",CON1551,0,0,60
TRX00523,15/10/2024,30/10/2024,Butler Ltd,Facilities Maintenance,Finance,Political Service/Product,2,£505.10,"£1,010.20",CON7798,86.92,10.38,90
TRX00524,20/04/2024,18/05/2024,Huang Ltd,Facilities Maintenance,Operations,Discuss Service/Product,3,£687.09,"£2,061.27",CON2168,0,0,90
TRX00525,08/07/2025,18/07/2025,Cooper PLC,Logistics,Admin,Two Service/Product,10,£848.56,"£8,485.60",CON6616,0,0,30
TRX00526,09/05/2025,31/05/2025,Nunez-Sheppard,Logistics,Operations,Relationship Service/Product,9,£495.30,"£4,457.70",CON2266,0,0,30
TRX00527,17/03/2025,01/04/2025,Gomez Group,Logistics,IT,Major Service/Product,1,£21.48,£21.48,CON9611,0,0,30
TRX00528,01/01/2025,12/01/2025,Davidson-Wilson,Medical Supplies,IT,Team Service/Product,9,£960.19,"£8,641.71",CON1905,0,0,90
TRX00529,09/01/2025,03/02/2025,Strickland-Contreras,Office Equipment,Finance,Save Service/Product,8,£488.64,"£3,909.12",,0,0,90
TRX00530,19/02/2024,14/03/2024,Brooks-Barrera,IT Services,Admin,Issue Service/Product,1,£758.12,£758.12,CON9092,0,0,30
TRX00531,03/12/2023,07/12/2023,Morgan and Sons,Consulting,Admin,Figure Service/Product,4,£224.11,£896.44,CON7397,105.16,94.08,90
TRX00532,28/06/2025,19/07/2025,Reid-Obrien,Logistics,Operations,Easy Service/Product,10,£165.79,"£1,657.90",CON2207,0,0,90
TRX00533,11/01/2024,09/02/2024,Jackson-Jensen,Logistics,Patient Care,Fine Service/Product,4,£965.79,"£3,863.16",,0,0,90
TRX00534,24/03/2025,16/04/2025,Lewis Inc,Consulting,Patient Care,Support Service/Product,3,£84.18,£252.54,CON1039,0,0,60
TRX00535,02/06/2024,23/06/2024,Lane Inc,Logistics,HR,Unit Service/Product,7,£938.22,"£6,567.54",CON3134,0,0,60
TRX00536,14/06/2025,01/07/2025,"Cobb, Silva and Thomas",Logistics,HR,Idea Service/Product,1,£188.18,£188.18,CON8328,30.34,2.74,90
TRX00537,06/02/2024,14/02/2024,Lewis and Sons,Consulting,Patient Care,Prevent Service/Product,9,£597.99,"£5,381.91",,891.32,83.97,30
TRX00538,07/05/2024,19/05/2024,Duran Inc,Logistics,Finance,Goal Service/Product,4,£843.55,"£3,374.20",CON8580,0,0,60
TRX00539,29/01/2025,21/02/2025,King Inc,Medical Supplies,HR,Involve Service/Product,6,£985.25,"£5,911.50",CON6826,0,0,60
TRX00540,22/04/2025,25/04/2025,Clements Ltd,IT Services,Patient Care,Bank Service/Product,8,£109.23,£873.84,CON5963,0,0,90
TRX00541,31/08/2023,11/09/2023,"Allen, Zimmerman and Roberts",Office Equipment,Finance,Might Service/Product,3,£917.11,"£2,751.33",CON3804,0,0,30
TRX00542,10/10/2023,19/10/2023,Mendoza-Williams,Office Equipment,IT,Should Service/Product,6,£290.11,"£1,740.66",CON7990,0,0,90
TRX00543,07/04/2024,12/04/2024,"Hughes, Ali and Harris",Office Equipment,IT,Raise Service/Product,3,£563.04,"£1,689.12",,170.65,54.44,90
TRX00544,24/11/2024,21/12/2024,Brown Inc,Logistics,Patient Care,Born Service/Product,9,£738.39,"£6,645.51",CON5397,372.11,194.56,30
TRX00545,24/12/2023,31/12/2023,"Le, Travis and Roberts",Consulting,Admin,Evening Service/Product,8,£383.87,"£3,070.96",CON8521,0,0,60
TRX00546,02/06/2024,30/06/2024,Wiggins-Douglas,Consulting,Patient Care,Concern Service/Product,9,£796.64,"£7,169.76",CON1709,1352.89,1091.45,60
TRX00547,10/03/2025,08/04/2025,"Morris, Morris and Robertson",IT Services,IT,Just Service/Product,4,£923.07,"£3,692.28",CON1314,0,0,90
TRX00548,04/04/2024,13/04/2024,Parker and Sons,Office Equipment,Patient Care,Million Service/Product,5,£533.03,"£2,665.15",CON1598,0,0,30
TRX00549,05/11/2023,29/11/2023,Carter Inc,IT Services,Patient Care,The Service/Product,2,£36.63,£73.26,CON4862,6.33,6.26,60
TRX00550,25/11/2024,13/12/2024,Davis-Hurley,Medical Supplies,Operations,Yourself Service/Product,10,£944.97,"£9,449.70",CON7640,0,0,90
TRX00551,08/02/2024,23/02/2024,"Hardy, Carter and Wilson",IT Services,Finance,Help Service/Product,3,£112.47,£337.41,CON2252,17.21,5.61,60
TRX00552,06/12/2023,04/01/2024,"Kelly, Webb and Hurley",Consulting,Admin,Quite Service/Product,10,£784.68,"£7,846.80",CON3735,0,0,60
TRX00553,03/07/2024,06/07/2024,Cooper and Sons,Consulting,Finance,Their Service/Product,2,£880.14,"£1,760.28",CON6801,205.9,174.13,30
